district_code,avg_english_sat,avg_math_sat,avg_sat_total,avg_teacher_salary,expenditure_per_pupil,grad_rate,percent_enrolled_asian,percent_enrolled_black,percent_enrolled_female,percent_enrolled_latino,percent_enrolled_male,percent_enrolled_multiracial,percent_enrolled_other,percent_enrolled_white,state,student_total
070162330160000,475.5,463.6,939.1,94926.0,20111.54,93.6,0.7,71.5,47.98,8.4,52.02,4.8,0.0,14.6,IL,2768.5
070169010250000,493.5,463.6,957.1,65981.0,20488.21,99.1,0.0,88.3,55.29,4.9,44.71,4.5,0.0,1.9,IL,576.0
080083080260000,496.9,485.1,982.0,60229.0,13590.36,100.0,0.0,0.0,48.46,5.2,51.54,4.4,0.0,89.8,IL,703.47
080083140260000,481.0,456.2,937.2,52347.0,14105.98,85.7,0.0,0.0,49.72,10.0,50.28,3.3,0.0,85.3,IL,872.75
080083990260000,503.7,467.3,971.0,53777.0,13777.25,97.1,0.0,0.0,49.02,3.9,50.98,3.4,0.0,92.4,IL,403.565
080431190220000,482.6,463.0,945.6,44105.0,11392.74,84.2,0.0,1.6,45.68,4.4,54.32,5.4,0.0,88.0,IL,633.5
080431200220000,494.3,493.3,987.6,64483.0,15503.68,82.4,1.6,2.1,50.0,14.9,50.0,0.0,0.0,80.9,IL,848.0
080432050260000,467.9,483.0,950.9,51594.0,15301.84,84.2,0.0,0.0,48.36,4.4,51.64,0.0,0.0,93.2,IL,376.37
080432060260000,482.1,473.1,955.2,61864.0,13823.28,91.3,0.0,0.0,46.9,5.6,53.1,4.7,0.0,88.5,IL,517.505
080432100260000,476.9,473.9,950.8,76210.0,20445.98,97.4,0.0,0.0,52.83,7.9,47.17,4.1,0.0,86.2,IL,431.02
080432110260000,481.9,490.6,972.5,69430.0,19116.19,86.4,0.0,0.0,52.53,0.0,47.47,5.6,0.0,93.3,IL,269.0
080891450220000,443.0,413.0,856.0,61414.0,17733.75,76.4,1.0,25.6,49.16,13.4,50.84,15.0,0.0,44.8,IL,3490.75
080892000260000,497.9,469.0,966.9,50061.0,14027.05,83.3,0.0,0.0,48.82,8.4,51.18,0.0,0.0,88.0,IL,423.0
080892010260000,504.3,485.1,989.4000000000001,56589.0,12046.3,93.2,0.0,0.0,48.94,3.2,51.06,2.6,0.0,92.7,IL,774.145
080892020260000,524.0,494.4,1018.4,51922.0,11439.1,87.1,0.0,1.5,48.77,5.1,51.23,2.9,0.0,90.0,IL,801.0
080892030260000,497.1,476.8,973.9000000000001,51085.0,14145.6,91.7,0.0,0.0,45.94,0.0,54.06,0.0,0.0,94.2,IL,299.5
090100010260000,483.5,481.2,964.7,48029.0,11210.85,100.0,0.0,0.0,47.31,0.0,52.69,2.8,0.0,93.9,IL,580.125
090100030260000,532.9,549.5,1082.4,55505.0,10202.71,90.6,2.1,1.7,48.47,4.9,51.53,5.2,0.0,85.9,IL,3322.5
090100040260000,484.3,479.7,964.0,59457.0,13576.44,78.2,8.3,36.9,49.4,14.3,50.6,8.3,0.1,32.0,IL,10283.0
090100070260000,501.7,489.4,991.0999999999999,49452.0,14712.59,90.8,0.7,1.2,51.34,1.7,48.66,4.9,0.0,91.3,IL,1537.285
090100080260000,483.9,462.9,946.8,52150.0,15534.8,83.3,0.0,0.0,45.25,3.5,54.75,7.3,0.0,87.6,IL,389.5
090101160220000,464.1,434.7,898.8,58694.0,16493.44,80.5,3.9,39.6,47.9,17.2,52.1,10.0,1.3,27.9,IL,4134.175
090101930170000,423.9,403.5,827.4,50240.0,15176.75,82.6,0.0,23.7,49.53,28.2,50.47,10.0,0.0,37.1,IL,789.5
090103050160000,515.3,523.8,1039.1,48563.0,11442.4,96.2,0.0,0.0,46.87,3.0,53.13,0.0,0.0,94.0,IL,441.5
090270050260000,499.3,488.3,987.6,54789.0,14584.75,96.5,0.0,0.0,45.35,4.9,54.65,5.3,0.0,88.3,IL,921.915
090270100260000,469.3,461.6,930.9000000000001,47614.0,12731.83,85.7,0.0,1.3,46.68,8.9,53.32,5.2,0.0,83.9,IL,1277.62
11012002C260000,509.3,468.7,978.0,50037.0,10037.87,76.5,0.0,0.0,46.84,1.6,53.16,3.5,0.0,94.0,IL,1205.455
11012003C260000,469.3,455.3,924.6,45581.0,13164.18,76.0,0.0,0.0,53.17,0.0,46.83,0.0,0.0,95.1,IL,359.65
11012004C260000,487.2,473.3,960.5,49222.0,10660.3,80.3,0.0,1.3,48.16,1.8,51.84,0.0,0.0,95.6,IL,850.185
110150010260000,497.9,463.8,961.7,46507.0,10955.55,75.2,1.1,6.2,47.56,5.0,52.44,6.0,0.0,81.5,IL,2606.85
110150020260000,458.1,431.7,889.8,59055.0,13877.24,86.4,0.4,4.6,49.06,5.5,50.94,7.5,0.0,81.8,IL,3048.11
110150050260000,442.0,424.0,866.0,50765.0,15533.41,76.2,0.0,0.0,48.41,0.0,51.59,0.0,0.0,98.1,IL,248.25
110180030260000,457.4,433.2,890.5999999999999,49447.0,11665.31,93.4,0.0,0.0,51.9,2.7,48.1,2.9,0.0,92.5,IL,515.75
110180770260000,479.2,455.9,935.0999999999999,60378.0,10346.11,92.9,0.0,0.0,46.29,0.0,53.71,2.4,0.0,96.4,IL,996.7
110213010260000,485.7,467.8,953.5,59088.0,10678.51,97.2,0.0,1.4,49.74,3.9,50.26,2.9,0.0,91.0,IL,960.33
110213020260000,457.8,441.9,899.7,42597.0,9826.03,89.4,0.0,0.0,47.25,5.3,52.75,2.6,0.0,91.5,IL,624.95
110213050260000,493.3,466.7,960.0,48922.0,12256.56,89.2,0.0,0.0,47.32,6.4,52.68,2.2,0.0,90.2,IL,1048.5
110213060260000,475.6,458.1,933.7,50539.0,13384.76,91.9,0.0,0.0,48.49,43.9,51.51,0.0,0.0,52.9,IL,695.89
110230010260000,441.0,418.7,859.7,53376.0,15117.54,83.3,0.0,0.0,48.79,2.8,51.21,4.2,0.0,92.9,IL,365.66
110230030260000,439.1,429.1,868.2,46650.0,15169.33,93.3,0.0,0.0,42.7,0.0,57.3,0.0,0.0,95.4,IL,180.0
110230060260000,467.7,439.2,906.9,44749.0,12696.52,89.3,0.0,0.0,54.24,0.0,45.76,3.3,0.0,92.7,IL,302.0
110703000260000,482.0,444.9,926.9,46549.0,10031.16,91.4,0.0,1.5,50.04,2.0,49.96,3.0,0.0,92.6,IL,1159.0
110703020260000,451.8,441.8,893.6,46136.0,13671.57,100.0,0.0,0.0,47.08,0.0,52.92,0.0,0.0,96.7,IL,466.45
110870010260000,466.7,446.0,912.7,45848.0,11874.79,88.9,0.0,0.0,44.97,0.0,55.03,2.9,0.0,94.7,IL,329.75
11087003A260000,441.5,418.5,860.0,45432.0,11536.79,95.2,0.0,0.0,42.98,0.0,57.02,0.0,0.0,97.7,IL,342.0
110870040260000,484.6,474.5,959.1,55953.0,10383.35,95.5,1.0,0.0,48.44,1.6,51.56,1.3,0.0,95.6,IL,1206.435
11087005A260000,462.2,474.1,936.3,44303.0,9997.36,81.6,0.0,0.0,46.12,0.0,53.88,0.0,0.0,96.8,IL,387.5
110870210260000,469.1,425.4,894.5,54901.0,14871.53,86.9,0.0,0.0,48.58,0.0,51.42,2.6,0.0,96.1,IL,688.19
120130100260000,470.0,433.8,903.8,44029.0,13605.72,75.0,0.0,0.0,50.19,0.0,49.81,0.0,0.0,98.0,IL,257.81
120130250260000,431.5,416.7,848.2,44856.0,11378.9,72.1,0.0,0.0,51.93,2.1,48.07,1.7,0.0,95.8,IL,567.0
120130350260000,458.9,414.9,873.8,56492.0,11426.33,77.9,1.0,0.9,48.33,2.2,51.67,2.0,0.0,93.6,IL,1267.0
120170010260000,491.8,425.5,917.3,47124.0,14575.78,86.7,0.0,0.0,51.01,0.0,48.99,5.1,0.0,93.3,IL,305.735
120170020260000,469.1,453.6,922.7,50357.0,11739.66,89.7,0.0,0.9,49.11,3.4,50.89,4.1,0.0,90.8,IL,1512.5
120170030260000,487.5,466.9,954.4,43918.0,13326.65,84.2,0.0,0.0,50.45,0.0,49.55,0.0,0.0,97.4,IL,295.165
120170040260000,474.5,458.7,933.2,45725.0,11108.32,75.0,0.0,0.0,45.27,0.0,54.73,0.0,0.0,96.7,IL,558.375
120400010260000,486.0,479.8,965.8,53128.0,12504.09,84.0,0.0,0.0,46.66,2.2,53.34,0.9,0.0,96.2,IL,1168.58
120510100260000,479.8,435.3,915.1,48115.0,11112.38,81.4,0.0,0.0,49.03,1.3,50.97,1.8,0.0,96.5,IL,931.22
120510200260000,461.2,424.0,885.2,44716.0,12212.16,78.4,0.0,1.6,46.87,3.6,53.13,4.0,0.0,90.7,IL,1101.3
120800010260000,471.5,452.8,924.3,62120.0,11535.75,80.4,0.7,1.0,47.76,3.5,52.24,3.7,0.0,91.0,IL,2136.67
130140010260000,478.4,449.9,928.3,55148.0,11968.9,65.0,0.0,1.7,46.88,1.4,53.12,4.5,0.0,90.9,IL,975.25
130140030260000,480.5,475.3,955.8,67753.0,10587.48,83.2,0.8,1.2,48.92,7.6,51.08,4.2,0.0,85.7,IL,1298.75
130140710160000,512.1,529.0,1041.1,66364.0,20142.03,91.6,0.0,0.0,47.26,3.6,52.74,0.0,0.0,96.1,IL,603.0
130410010260000,459.6,430.4,890.0,49067.0,13960.38,88.2,0.0,0.0,46.03,0.0,53.97,0.0,0.0,97.9,IL,297.75
130412010170000,453.4,425.5,878.9,54873.0,13655.8,84.3,1.2,12.0,50.66,4.4,49.34,8.7,0.0,73.7,IL,1183.895
130412090270000,480.0,460.0,940.0,59651.0,12850.18,83.3,0.0,0.0,50.92,0.0,49.08,4.7,0.0,93.9,IL,490.75
130413180270000,473.1,468.6,941.7,48211.0,13784.65,90.0,0.0,0.0,48.81,0.0,51.19,0.0,0.0,97.6,IL,358.0
130581000260000,431.9,413.8,845.7,51708.0,16307.03,75.0,0.0,0.0,50.21,0.0,49.79,0.0,0.0,97.7,IL,222.5
130582000170000,464.9,446.3,911.2,57078.0,17854.85,65.2,0.0,7.7,51.33,7.1,48.67,9.8,0.0,74.7,IL,830.5
130584010260000,438.4,414.1,852.5,44047.0,12886.47,88.7,0.0,0.0,48.17,0.0,51.83,0.0,0.0,98.0,IL,623.48
130585010260000,420.3,384.7,805.0,43710.0,12843.75,83.3,0.0,0.0,46.19,2.7,53.81,6.8,0.0,89.8,IL,407.75
130586000160000,471.2,465.0,936.2,60506.0,24985.31,88.3,0.0,0.0,46.58,0.0,53.42,4.5,0.0,92.8,IL,686.36
130587220260000,474.6,433.1,907.7,47428.0,12898.89,82.4,0.0,4.2,51.19,0.0,48.81,5.5,0.0,89.0,IL,235.05
130950100260000,521.6,484.9,1006.5,45293.0,10880.19,91.1,0.0,0.0,55.2,2.4,44.8,0.0,0.0,95.7,IL,512.85
130950990160000,490.9,469.5,960.4,73927.0,13909.48,91.6,0.0,0.0,47.2,2.5,52.8,3.2,0.0,92.8,IL,434.0
150162990250000,463.8,448.8,912.6,86437.0,17107.04,83.2,4.4,35.9,49.35,46.7,50.65,1.7,0.4,10.9,IL,327189.0
150169000250000,501.1,498.1,999.2,55834.0,13417.2,93.0,0.0,6.3,48.38,83.9,51.62,3.7,0.0,4.8,IL,860.0
150169020250000,415.7,392.6,808.3,70785.0,25178.49,46.2,0.0,73.8,40.71,22.2,59.29,0.0,0.0,0.0,IL,124.0
150169050250000,453.8,444.3,898.1,70228.0,19729.91,,2.6,49.9,51.83,22.8,48.17,14.2,3.2,7.0,IL,547.5
160194240260000,466.5,455.0,921.5,61895.0,13092.99,94.8,1.1,1.6,46.11,20.7,53.89,1.1,0.0,75.5,IL,1482.25
160194250260000,471.8,454.3,926.1,57720.0,15674.02,89.6,0.0,1.9,48.95,11.6,51.05,3.4,0.0,82.9,IL,685.6
160194260260000,455.2,456.3,911.5,45060.0,14399.07,83.7,0.0,0.0,50.24,13.7,49.76,4.3,0.0,80.5,IL,421.0
160194270260000,512.0,497.8,1009.8,66676.0,15382.5,92.2,1.7,3.2,49.47,10.6,50.53,3.9,0.3,80.3,IL,3561.88
160194280260000,463.8,441.5,905.3,66302.0,15086.14,73.5,1.2,27.1,48.71,29.3,51.29,6.3,0.3,35.7,IL,6698.155
160194290260000,484.5,461.4,945.9,53140.0,15359.28,83.1,0.0,0.0,48.42,11.9,51.58,2.4,0.0,83.9,IL,702.0
160194300260000,474.3,443.0,917.3,68849.0,15124.86,88.5,1.0,0.0,45.33,20.2,54.67,3.2,0.0,75.0,IL,1848.5
160194320260000,486.7,475.2,961.9,55965.0,15010.32,87.7,1.3,1.6,48.93,9.2,51.07,1.3,0.0,86.5,IL,734.75
170200150260000,446.8,417.5,864.3,56978.0,15308.3,80.4,0.0,1.4,47.15,7.3,52.85,4.5,0.0,85.9,IL,1683.33
170200180260000,488.9,459.1,948.0,53070.0,16260.66,87.9,0.0,0.0,49.85,2.0,50.15,4.5,0.0,91.9,IL,649.74
170530050260000,453.2,441.6,894.8,53774.0,22745.5,90.0,0.0,0.0,48.76,5.0,51.24,2.5,0.0,90.7,IL,437.5
17053006J260000,442.3,415.2,857.5,57220.0,21435.91,71.9,0.0,0.0,45.57,9.4,54.43,4.1,0.0,85.4,IL,375.45
170530080260000,482.5,463.1,945.6,61852.0,13216.42,85.8,0.6,1.0,46.96,8.4,53.04,2.6,0.0,87.2,IL,1666.005
170530740270000,462.1,424.6,886.7,52593.0,14630.29,88.1,0.0,3.2,44.26,4.5,55.74,0.0,0.0,89.5,IL,313.5
170530900170000,467.5,451.8,919.3,73980.0,15069.0,85.3,0.0,2.1,46.46,9.1,53.54,5.5,0.0,83.0,IL,681.25
170532300170000,455.5,433.3,888.8,56188.0,22600.57,92.2,0.0,0.0,46.05,7.3,53.95,0.0,0.0,87.3,IL,223.0
170540210260000,467.9,456.3,924.2,41074.0,14837.67,88.2,0.0,0.0,49.2,0.0,50.8,0.0,0.0,97.3,IL,182.335
170540230260000,473.9,440.3,914.2,58975.0,14031.35,88.2,0.0,0.0,47.29,0.0,52.71,2.0,0.0,95.2,IL,516.0
170544040160000,480.2,455.6,935.8,58976.0,13914.15,91.9,0.0,2.5,49.87,4.5,50.13,4.3,0.0,88.2,IL,813.16
170640020260000,496.7,499.1,995.8,54178.0,11121.49,98.0,0.0,1.5,47.04,1.3,52.96,3.5,0.0,93.7,IL,770.0
170640030260000,522.6,510.6,1033.2,59809.0,17482.04,97.3,0.0,1.3,50.14,2.5,49.86,2.8,0.0,92.6,IL,1094.0
170640040260000,511.3,482.7,994.0,65190.0,12376.48,100.0,0.0,0.0,50.67,4.9,49.33,3.9,0.0,90.4,IL,869.075
170640050260000,506.8,486.1,992.9000000000001,63596.0,12363.46,89.1,9.1,14.6,48.67,9.1,51.33,6.4,0.3,60.4,IL,12302.695
170640070260000,480.6,457.1,937.7,51525.0,12664.62,100.0,0.0,0.0,49.49,0.0,50.51,3.9,0.0,94.1,IL,481.715
170640160260000,481.2,470.8,952.0,53025.0,14615.96,89.0,0.0,0.7,49.63,2.9,50.37,3.6,0.0,92.3,IL,1688.83
170640190260000,474.2,461.1,935.3,58008.0,18035.05,82.6,0.0,0.0,48.5,4.3,51.5,5.1,0.0,89.8,IL,524.6
170640870250000,463.2,428.6,891.8,64310.0,13529.48,80.1,2.7,25.3,49.51,15.9,50.49,11.6,0.4,44.1,IL,4999.715
190220860170000,571.0,571.0,1142.0,114133.0,27478.34,91.4,17.7,6.8,49.1,10.9,50.9,2.0,0.0,62.3,IL,3884.85
190220870170000,509.0,500.1,1009.1,112497.0,18913.29,92.7,16.4,6.4,48.12,27.9,51.88,3.4,0.2,45.5,IL,7828.37
190220880160000,460.7,448.5,909.2,107680.0,19144.86,89.5,6.9,5.3,49.02,48.5,50.98,2.5,0.6,36.1,IL,3903.6
190220940160000,457.5,452.8,910.3,68951.0,17140.85,89.6,3.6,2.6,46.68,69.7,53.32,2.9,0.0,21.0,IL,2036.0
190220990160000,518.5,529.7,1048.2,110834.0,19839.65,93.8,6.5,7.7,48.48,18.0,51.52,3.3,2.2,62.0,IL,4844.0
190221000160000,464.6,453.3,917.9000000000001,109110.0,21989.47,89.8,2.2,2.6,46.89,64.3,53.11,2.7,0.0,27.9,IL,1438.5
190221080160000,508.0,499.0,1007.0,103109.0,19644.95,95.1,9.9,5.3,47.33,21.3,52.67,2.5,0.0,60.7,IL,2537.5
190222000260000,528.7,518.2,1046.9,77232.0,17047.63,95.3,8.5,6.3,47.91,17.4,52.09,4.6,0.30000000000000004,62.9,IL,11181.43
190222010260000,530.9,507.4,1038.3,96907.0,27690.25,96.9,5.4,8.9,47.02,23.8,52.98,3.9,0.0,58.0,IL,1316.63
190222020260000,506.4,500.9,1007.3,84658.0,21691.77,93.8,4.2,8.6,45.16,21.3,54.84,7.0,0.0,58.5,IL,1464.25
190222030260000,567.1,564.7,1131.8000000000002,84134.0,17511.99,96.9,18.0,4.6,47.87,11.6,52.13,5.7,0.2,59.9,IL,16016.69
190222040260000,558.7,562.9,1121.6,78222.0,14211.75,94.8,36.2,9.2,49.05,12.8,50.95,5.7,0.4,35.8,IL,25592.42
190222050260000,539.7,536.7,1076.4,90249.0,16692.62,92.2,6.5,1.8,48.02,18.3,51.98,4.4,0.2,68.9,IL,7947.0
200240010260000,484.1,474.7,958.8,55082.0,11571.88,69.9,0.0,0.0,51.38,0.0,48.62,3.0,0.0,95.6,IL,806.795
200300070260000,469.8,426.6,896.4000000000001,47575.0,12752.42,83.3,0.0,0.0,49.15,0.0,50.85,2.4,0.0,95.8,IL,725.15
200330100260000,484.1,452.9,937.0,49240.0,11238.84,90.7,0.0,0.0,48.59,1.8,51.41,2.1,0.0,95.4,IL,1146.1
200350010260000,468.7,410.3,879.0,47945.0,11506.19,82.9,0.0,0.0,49.81,0.0,50.19,7.8,0.0,91.6,IL,508.59
200760010260000,442.0,393.7,835.7,52363.0,10587.74,89.1,0.0,0.0,49.79,0.0,50.21,3.0,0.0,94.6,IL,490.715
200830010260000,471.8,443.1,914.9000000000001,45759.0,10454.98,75.8,0.0,0.0,48.46,0.0,51.54,0.0,0.0,96.1,IL,395.13
200830020260000,410.4,391.7,802.0999999999999,48019.0,10103.58,91.9,0.0,11.8,51.23,0.0,48.77,9.6,0.0,78.1,IL,469.0
200830030260000,466.7,413.7,880.4,56391.0,15092.86,75.2,0.6,3.8,47.94,2.4,52.06,8.8,0.0,84.3,IL,1767.25
200830040260000,447.3,412.2,859.5,47084.0,13622.22,91.8,0.0,0.0,45.78,0.0,54.22,4.7,0.0,93.5,IL,1099.5
200933480260000,457.3,441.8,899.1,58024.0,11667.14,85.1,0.9,0.9,47.92,0.9,52.08,2.5,0.0,94.1,IL,1303.25
200961000260000,440.9,436.1,877.0,56303.0,11992.37,83.3,0.0,0.0,47.18,0.0,52.82,0.0,0.0,97.2,IL,484.75
200962000260000,451.9,424.8,876.7,47938.0,20892.23,70.8,0.0,0.0,44.09,0.0,55.91,0.0,0.0,98.7,IL,384.5
200962250160000,476.7,451.1,927.8,59731.0,11990.64,77.4,0.0,0.0,48.33,0.0,51.67,0.0,0.0,95.0,IL,431.75
200970010260000,465.5,433.5,899.0,45922.0,12944.66,73.7,0.0,0.0,54.21,0.0,45.79,3.9,0.0,95.3,IL,263.0
200970030260000,456.9,417.8,874.7,44341.0,11527.99,97.4,0.0,0.0,47.64,1.6,52.36,2.3,0.0,95.9,IL,697.5
200970050260000,472.3,455.3,927.6,57143.0,11572.74,84.6,0.0,0.0,49.44,1.4,50.56,3.6,0.0,93.5,IL,1305.23
210280990260000,451.2,427.5,878.7,56477.0,14248.22,83.3,0.0,0.0,48.64,0.0,51.36,3.7,0.0,95.0,IL,683.75
210281030130000,459.9,430.3,890.2,67412.0,14990.4,80.5,0.0,0.0,44.71,3.5,55.29,6.0,0.0,89.1,IL,565.955
210281680260000,467.1,441.9,909.0,66721.0,14276.26,65.4,0.0,0.9,47.01,2.4,52.99,2.5,0.0,93.8,IL,1461.575
210281740260000,449.6,417.0,866.6,46751.0,11270.26,92.6,0.0,0.0,49.06,0.0,50.94,0.0,0.0,100.0,IL,296.0
210281880260000,440.0,421.9,861.9,54617.0,14332.57,67.3,0.0,0.0,44.47,2.4,55.53,3.0,0.0,92.9,IL,507.26
210281960260000,470.2,457.0,927.2,51887.0,11435.58,89.4,0.0,0.0,46.8,3.5,53.2,2.9,0.0,92.8,IL,592.0
210440010260000,470.6,454.6,925.2,61118.0,11371.05,97.3,0.0,0.0,48.24,0.0,51.76,1.9,0.0,97.3,IL,623.2
210441330170000,460.8,428.9,889.7,56356.0,18009.1,88.9,0.0,0.0,50.31,3.8,49.69,0.0,0.0,91.1,IL,315.07
210610010260000,489.3,474.4,963.7,58969.0,12998.26,69.0,0.0,7.4,48.86,3.1,51.14,9.2,0.0,79.6,IL,1826.5
210610380260000,526.7,517.8,1044.5,48218.0,15165.83,73.3,0.0,0.0,47.35,0.0,52.65,11.1,0.0,86.6,IL,225.0
211000010260000,472.7,447.6,920.3,55716.0,12555.89,79.4,0.0,0.0,47.07,3.1,52.93,5.5,0.0,90.3,IL,1026.9
211000020260000,488.6,462.2,950.8,71307.0,12003.98,77.7,1.3,8.5,47.99,2.3,52.01,9.7,0.4,77.9,IL,3545.85
211000030260000,447.5,394.6,842.1,55200.0,10989.68,71.4,0.0,0.0,46.93,0.0,53.07,2.7,0.0,95.8,IL,477.25
211000040260000,483.4,456.1,939.5,60912.0,11887.34,90.5,0.6,5.1,47.05,3.2,52.95,8.2,0.0,82.6,IL,2242.2
211000050260000,527.7,499.3,1027.0,58733.0,9940.59,92.6,2.4,3.6,46.92,5.6,53.08,6.0,0.0,82.4,IL,2334.76
240320010260000,499.7,509.7,1009.4,69002.0,15225.68,94.9,0.5,0.5,46.78,10.0,53.22,2.2,0.0,86.2,IL,2022.155
240320730170000,475.3,465.0,940.3,56705.0,17589.79,84.5,0.0,0.0,50.34,7.7,49.66,0.0,0.0,91.1,IL,168.5
240321010160000,483.9,480.4,964.3,61865.0,17331.81,86.3,1.3,2.5,48.52,20.3,51.48,3.0,0.0,72.8,IL,909.75
240321110160000,503.0,484.4,987.4,73151.0,13634.71,89.6,1.0,4.4,50.38,20.8,49.62,4.1,0.0,69.6,IL,2875.1
240470180160000,485.9,489.5,975.4,54523.0,24438.06,93.6,0.0,0.0,56.73,8.5,43.27,0.0,0.0,90.9,IL,169.0
240470880260000,452.7,419.6,872.3,59748.0,13880.91,91.3,0.8,9.4,47.6,53.3,52.4,4.4,0.0,32.2,IL,2375.63
240471150260000,501.2,481.2,982.4,60813.0,14294.73,95.5,1.9,7.4,48.46,21.6,51.54,5.1,0.0,63.8,IL,6432.2
240473080260000,502.5,488.7,991.2,76547.0,13201.98,95.7,7.9,10.0,48.47,26.0,51.53,4.5,0.30000000000000004,51.4,IL,16990.22
260290010260000,444.7,393.2,837.9,38882.0,16522.95,88.9,0.0,0.0,44.44,0.0,55.56,0.0,0.0,98.3,IL,287.5
260290020260000,450.8,410.0,860.8,44783.0,14642.79,87.0,0.0,0.0,51.86,3.8,48.14,3.2,0.0,92.9,IL,340.5
260290030260000,457.7,422.3,880.0,43647.0,11900.15,84.6,0.0,0.0,47.99,0.0,52.01,0.0,0.0,94.1,IL,381.05
260290040260000,465.2,420.0,885.2,42563.0,15709.44,75.0,0.0,0.0,47.66,0.0,52.34,0.0,0.0,94.1,IL,240.75
260290660250000,477.6,478.7,956.3,50303.0,11148.74,80.0,0.0,2.4,49.07,2.1,50.93,3.9,0.0,91.0,IL,2143.025
260290970260000,456.9,406.4,863.3,50816.0,13140.02,89.1,0.0,0.0,51.28,0.0,48.72,1.9,0.0,97.3,IL,591.71
260343070160000,454.3,423.1,877.4000000000001,47853.0,13477.45,83.5,0.0,0.0,45.32,3.6,54.68,3.6,0.0,92.3,IL,337.0
260343160260000,487.1,443.6,930.7,42970.0,13919.43,85.2,0.0,0.0,50.96,0.0,49.04,2.4,0.0,95.9,IL,378.5
260343280240000,465.5,443.9,909.4,41684.0,10437.79,96.4,0.0,0.0,48.56,0.0,51.44,6.9,0.0,90.6,IL,565.0
260343370260000,481.5,491.5,973.0,40162.0,14551.79,90.0,0.0,0.0,49.78,0.0,50.22,2.4,0.0,95.4,IL,462.5
260621030260000,461.5,431.3,892.8,42671.0,15869.28,80.6,0.0,0.0,43.95,0.0,56.05,1.9,0.0,97.2,IL,594.0
260621700260000,422.7,412.0,834.7,42705.0,16537.01,61.4,0.0,4.8,46.25,1.6,53.75,4.7,0.0,88.5,IL,590.5
260621850260000,508.4,464.9,973.3,50330.0,13970.9,83.4,2.3,12.4,49.26,4.0,50.74,8.3,0.0,72.7,IL,1903.425
260850050260000,477.1,469.6,946.7,45320.0,12348.69,86.3,0.0,4.1,51.76,3.2,48.24,3.3,0.0,88.8,IL,936.28
280061030220000,412.2,425.0,837.2,55527.0,11580.38,79.4,0.0,0.0,47.11,82.2,52.89,0.0,0.0,13.9,IL,336.85
280063030260000,468.6,460.0,928.6,47747.0,19920.6,83.3,0.0,0.0,48.59,0.0,51.41,0.0,0.0,91.9,IL,185.0
280063400260000,497.4,489.1,986.5,59142.0,14106.54,77.4,0.0,0.0,49.1,5.9,50.9,3.2,0.0,90.0,IL,925.5
280065000150000,483.8,454.0,937.8,71757.0,14855.0,91.6,0.0,0.0,49.68,5.0,50.32,2.0,0.0,90.8,IL,488.75
280065020170000,460.7,455.5,916.2,63969.0,16089.69,85.2,0.0,0.0,42.93,27.5,57.07,2.6,0.0,68.3,IL,378.765
280372230260000,492.8,504.8,997.6,56860.0,10669.97,89.6,0.0,0.0,46.65,2.4,53.35,2.0,0.0,94.5,IL,982.0
280372240260000,493.3,479.3,972.6,46761.0,12772.1,69.2,0.0,0.0,52.82,3.7,47.18,3.0,0.0,91.6,IL,477.5
280372250260000,494.7,435.8,930.5,59312.0,15832.34,97.0,0.0,0.0,48.76,0.0,51.24,4.7,0.0,93.4,IL,364.0
280372260260000,456.4,462.1,918.5,50489.0,13202.63,95.5,0.0,0.0,44.32,0.0,55.68,7.2,0.0,89.8,IL,324.0
280372270260000,514.6,465.7,980.3,52744.0,12390.83,93.3,0.0,0.0,50.11,0.0,49.89,0.0,0.0,98.2,IL,458.0
280372280260000,520.7,503.1,1023.8000000000001,57121.0,11216.73,94.2,0.7,0.7,48.74,5.7,51.26,3.0,0.0,89.6,IL,2433.745
280372290260000,441.5,420.8,862.3,50074.0,12313.66,77.2,0.0,8.1,49.31,21.0,50.69,6.1,0.0,64.3,IL,1954.5
280372300260000,482.0,449.3,931.3,49200.0,11877.7,92.3,0.0,1.9,50.0,15.5,50.0,7.7,0.0,73.4,IL,500.15
280881000260000,462.3,454.2,916.5,49209.0,12833.95,89.1,0.0,1.5,49.86,2.6,50.14,2.0,0.0,92.9,IL,654.31
300020010220000,390.0,356.4,746.4,50771.0,22487.38,80.0,0.0,81.2,52.98,0.0,47.02,11.4,0.0,7.0,IL,286.0
300020050260000,461.6,436.5,898.1,47261.0,16861.06,89.5,0.0,10.5,50.13,0.0,49.87,9.4,0.0,80.1,IL,347.25
300391650160000,485.9,470.8,956.7,69181.0,18874.19,80.5,4.6,28.6,50.41,10.4,49.59,6.7,0.0,49.7,IL,926.38
300391760260000,481.1,442.9,924.0,50686.0,15700.29,84.9,0.0,0.0,49.65,13.3,50.35,1.4,0.0,85.3,IL,815.1
300391860260000,469.6,455.5,925.1,56852.0,13554.2,78.8,0.0,17.5,47.64,7.9,52.36,8.3,0.0,66.0,IL,1910.85
300391960260000,457.9,420.0,877.9,42913.0,13800.52,69.0,0.0,2.6,46.84,3.9,53.16,3.9,0.0,89.5,IL,385.37
300731010160000,477.3,481.4,958.7,55175.0,12464.49,90.2,0.0,0.0,45.69,0.0,54.31,2.5,0.0,96.1,IL,424.75
